x_m,y_m,value
13.3333,5.1667,266.058833
13.5000,5.1667,283.225865
13.6667,5.1667,301.190709
13.8333,5.1667,320.264942
14.0000,5.1667,340.814638
14.1667,5.1667,363.178865
14.3333,5.1667,387.625732
14.5000,5.1667,414.360581
14.6667,5.1667,443.573393
14.8333,5.1667,475.497251
15.0000,5.1667,510.454665
15.1667,5.1667,548.883148
15.3333,5.1667,591.337913
15.5000,5.1667,638.463425
15.6667,5.1667,690.921964
15.8333,5.1667,749.283038
16.0000,5.1667,813.908418
16.1667,5.1667,884.885106
16.3333,5.1667,962.037058
16.5000,5.1667,1044.995348
16.6667,5.1667,1133.267688
16.8333,5.1667,1226.257876
17.0000,5.1667,1323.236095
17.1667,5.1667,1423.302664
17.3333,5.1667,1525.377050
17.5000,5.1667,1628.190458
17.6667,5.1667,1730.223343
17.8333,5.1667,1829.560180
18.0000,5.1667,1923.720394
18.1667,5.1667,2009.585742
18.3333,5.1667,2083.501954
18.5000,5.1667,2141.496981
18.6667,5.1667,2179.436947
18.8333,5.1667,2192.945772
19.0000,5.1667,2177.046887
19.1667,5.1667,2125.608062
19.3333,5.1667,2030.626954
19.5000,5.1667,1881.188670
19.6667,5.1667,1661.765637
19.8333,5.1667,1349.689496
20.0000,5.1667,912.230053
20.1667,5.1667,304.608549
20.3333,5.1667,-528.936907
20.5000,5.1667,-1648.700593
20.6667,5.1667,-3106.174382
20.8333,5.1667,-4924.503279
21.0000,5.1667,-7076.589434
21.1667,5.1667,-9467.666229
21.3333,5.1667,-11930.202763
21.5000,5.1667,-14237.001468
21.6667,5.1667,-16133.559059
21.8333,5.1667,-17384.495487
22.0000,5.1667,-17822.940820
22.1667,5.1667,-17388.556461
22.3333,5.1667,-16141.780553
22.5000,5.1667,-14249.377377
22.6667,5.1667,-11946.323228
22.8333,5.1667,-9486.499084
23.0000,5.1667,-7096.487353
23.1667,5.1667,-4943.476555
23.3333,5.1667,-3122.339638
23.5000,5.1667,-1660.738352
23.6667,5.1667,-536.406432
23.8333,5.1667,301.163726
24.0000,5.1667,911.360887
24.1667,5.1667,1349.233474
24.3333,5.1667,1659.090150
24.5000,5.1667,1873.459188
24.6667,5.1667,2015.097912
24.8333,5.1667,2099.928653
25.0000,5.1667,2139.547449
25.1667,5.1667,2142.848260
25.3333,5.1667,2116.934970
25.5000,5.1667,2067.677831
25.6667,5.1667,2000.121790
25.8333,5.1667,1918.746298
26.0000,5.1667,1827.524641
26.1667,5.1667,1729.839287
26.3333,5.1667,1628.416605
26.5000,5.1667,1525.412859
26.6667,5.1667,1422.633582
26.8333,5.1667,1321.738256
27.0000,5.1667,1224.287312
27.1667,5.1667,1131.615161
27.3333,5.1667,1044.641574
27.5000,5.1667,963.759732
27.6667,5.1667,888.862638
27.8333,5.1667,819.473030
28.0000,5.1667,754.903172
28.1667,5.1667,694.396852
28.3333,5.1667,637.246586
28.5000,5.1667,582.891174
28.6667,5.1667,530.984564
28.8333,5.1667,481.416093
29.0000,5.1667,434.273086
29.1667,5.1667,389.760906
29.3333,5.1667,348.111946
29.5000,5.1667,309.512787
29.6667,5.1667,274.063598
29.8333,5.1667,241.768186
30.0000,5.1667,212.544666
0.0000,5.3333,-6.047624
0.1667,5.3333,-5.724152
0.3333,5.3333,-5.440123
0.5000,5.3333,-5.222375
0.6667,5.3333,-5.102698
0.8333,5.3333,-5.114869
1.0000,5.3333,-5.288571
1.1667,5.3333,-5.639877
1.3333,5.3333,-6.159714
1.5000,5.3333,-6.804136
1.6667,5.3333,-7.491990
1.8333,5.3333,-8.114660
2.0000,5.3333,-8.558196
2.1667,5.3333,-8.731954
2.3333,5.3333,-8.593546
2.5000,5.3333,-8.160394
2.6667,5.3333,-7.503258
2.8333,5.3333,-6.724110
3.0000,5.3333,-5.926305
3.1667,5.3333,-5.186776
3.3333,5.3333,-4.537727
3.5000,5.3333,-3.960815
3.6667,5.3333,-3.392886
3.8333,5.3333,-2.740497
4.0000,5.3333,-1.899430
4.1667,5.3333,-0.774318
4.3333,5.3333,0.706519
4.5000,5.3333,2.583165
4.6667,5.3333,4.861028
4.8333,5.3333,7.508752
5.0000,5.3333,10.456980
5.1667,5.3333,13.604418
5.3333,5.3333,16.840965
5.5000,5.3333,20.092647
5.6667,5.3333,23.379973
5.8333,5.3333,26.865850
6.0000,5.3333,30.860940
6.1667,5.3333,35.762701
6.3333,5.3333,41.931648
6.5000,5.3333,49.543144
6.6667,5.3333,58.474392
6.8333,5.3333,68.277995
7.0000,5.3333,78.258333
7.1667,5.3333,87.624965
7.3333,5.3333,95.670512
7.5000,5.3333,101.918350
7.6667,5.3333,106.202370
7.8333,5.3333,108.665752
8.0000,5.3333,109.689960
8.1667,5.3333,109.783234
8.3333,5.3333,109.463922
8.5000,5.3333,109.165683
8.6667,5.3333,109.175582
8.8333,5.3333,109.604952
9.0000,5.3333,110.393761
9.1667,5.3333,111.355356
9.3333,5.3333,112.264924
9.5000,5.3333,112.975112
9.6667,5.3333,113.517291
9.8333,5.3333,114.138803
10.0000,5.3333,115.247816
10.1667,5.3333,117.279505
10.3333,5.3333,120.536415
10.5000,5.3333,125.070568
10.6667,5.3333,130.658108
10.8333,5.3333,136.877224
11.0000,5.3333,143.255266
11.1667,5.3333,149.422797
11.3333,5.3333,155.215322
11.5000,5.3333,160.695161
11.6667,5.3333,166.106572
11.8333,5.3333,171.802094
12.0000,5.3333,178.174968
12.1667,5.3333,185.609399
12.3333,5.3333,194.438679
12.5000,5.3333,204.898738
12.6667,5.3333,217.081638
12.8333,5.3333,230.912347
13.0000,5.3333,246.173699
13.1667,5.3333,262.584209
13.3333,5.3333,279.904187
13.5000,5.3333,298.026997
13.6667,5.3333,317.016490
13.8333,5.3333,337.077622
14.0000,5.3333,358.482022
14.1667,5.3333,381.494106
14.3333,5.3333,406.339822
14.5000,5.3333,433.230221
14.6667,5.3333,462.416622
14.8333,5.3333,494.239247
15.0000,5.3333,529.146023
15.1667,5.3333,567.684694
15.3333,5.3333,610.482328
15.5000,5.3333,658.213612
15.6667,5.3333,711.543006
15.8333,5.3333,771.032162
16.0000,5.3333,837.034953
16.1667,5.3333,909.628281
16.3333,5.3333,988.614555
16.5000,5.3333,1073.584132
16.6667,5.3333,1163.984133
16.8333,5.3333,1259.144725
17.0000,5.3333,1358.262320
17.1667,5.3333,1460.381657
17.3333,5.3333,1564.407030
17.5000,5.3333,1669.114057
17.6667,5.3333,1773.090532
17.8333,5.3333,1874.568180
18.0000,5.3333,1971.207308
18.1667,5.3333,2059.974800
18.3333,5.3333,2137.219479
18.5000,5.3333,2198.901089
18.6667,5.3333,2240.785550
18.8333,5.3333,2258.408172
19.0000,5.3333,2246.740102
19.1667,5.3333,2199.630339
19.3333,5.3333,2109.068122
19.5000,5.3333,1964.112231
19.6667,5.3333,1749.171321
19.8333,5.3333,1441.471117
20.0000,5.3333,1008.140439
20.1667,5.3333,404.234599
20.3333,5.3333,-426.192628
20.5000,5.3333,-1543.632638
20.6667,5.3333,-2999.770565
20.8333,5.3333,-4817.901843
21.0000,5.3333,-6970.977287
21.1667,5.3333,-9364.118864
21.3333,5.3333,-11829.495939
21.5000,5.3333,-14139.446047
21.6667,5.3333,-16038.911809
21.8333,5.3333,-17291.980255
22.0000,5.3333,-17731.385250
22.1667,5.3333,-17296.619510
22.3333,5.3333,-16048.222829
22.5000,5.3333,-14153.314246
22.6667,5.3333,-11847.402656
22.8333,5.3333,-9384.962966
23.0000,5.3333,-6993.104315
23.1667,5.3333,-4839.368896
23.3333,5.3333,-3018.755706
23.5000,5.3333,-1558.832825
23.6667,5.3333,-437.080699
23.8333,5.3333,397.334326
24.0000,5.3333,1004.114864
24.1667,5.3333,1438.549908
24.3333,5.3333,1745.088509
24.5000,5.3333,1956.304672
24.6667,5.3333,2094.933739
24.8333,5.3333,2176.842173
25.0000,5.3333,2213.564740
25.1667,5.3333,2213.945441
25.3333,5.3333,2185.053950
25.5000,5.3333,2132.738610
25.6667,5.3333,2062.030573
25.8333,5.3333,1977.404869
26.0000,5.3333,1882.846716
26.1667,5.3333,1781.772313
26.3333,5.3333,1676.958107
26.5000,5.3333,1570.608703
26.6667,5.3333,1464.555915
26.8333,5.3333,1360.456557
27.0000,5.3333,1259.853547
27.1667,5.3333,1164.075879
27.3333,5.3333,1074.071657
27.5000,5.3333,990.298114
27.6667,5.3333,912.729365
27.8333,5.3333,840.958406
28.0000,5.3333,774.334347
28.1667,5.3333,712.096226
28.3333,5.3333,653.496744
28.5000,5.3333,597.915254
28.6667,5.3333,544.943384
28.8333,5.3333,494.417693
29.0000,5.3333,446.388085
29.1667,5.3333,401.037852
29.3333,5.3333,358.589214
29.5000,5.3333,319.226047
29.6667,5.3333,283.049477
29.8333,5.3333,250.065360
30.0000,5.3333,220.193588
0.0000,5.5000,-5.002264
0.1667,5.5000,-4.545975
0.3333,5.5000,-4.109881
0.5000,5.5000,-3.718603
0.6667,5.5000,-3.401519
0.8333,5.5000,-3.189763
1.0000,5.5000,-3.110328
1.1667,5.5000,-3.177272
1.3333,5.5000,-3.381676
1.5000,5.5000,-3.684182
1.6667,5.5000,-4.015187
1.8333,5.5000,-4.286444
2.0000,5.5000,-4.413229
2.1667,5.5000,-4.340378
2.3333,5.5000,-4.061870
2.5000,5.5000,-3.624810
2.6667,5.5000,-3.114478
2.8333,5.5000,-2.624789
3.0000,5.5000,-2.224882
3.1667,5.5000,-1.934508
3.3333,5.5000,-1.717081
3.5000,5.5000,-1.491256
3.6667,5.5000,-1.154174
3.8333,5.5000,-0.606287
4.0000,5.5000,0.230731
4.1667,5.5000,1.407408
4.3333,5.5000,2.950770
4.5000,5.5000,4.874343
4.6667,5.5000,7.185683
4.8333,5.5000,9.884813
5.0000,5.5000,12.954253
5.1667,5.5000,16.350639
5.3333,5.5000,20.012028
5.5000,5.5000,23.889118
5.6667,5.5000,27.994212
5.8333,5.5000,32.445805
6.0000,5.5000,37.478663
6.1667,5.5000,43.397018
6.3333,5.5000,50.472906
6.5000,5.5000,58.822081
6.6667,5.5000,68.308124
6.8333,5.5000,78.518341
7.0000,5.5000,88.825927
7.1667,5.5000,98.518284
7.3333,5.5000,106.949007
7.5000,5.5000,113.668173
7.6667,5.5000,118.497974
7.8333,5.5000,121.540285
8.0000,5.5000,123.122930
8.1667,5.5000,123.707096
8.3333,5.5000,123.784118
8.5000,5.5000,123.783991
8.6667,5.5000,124.006597
8.8333,5.5000,124.580270
9.0000,5.5000,125.455505
9.1667,5.5000,126.446322
9.3333,5.5000,127.323950
9.5000,5.5000,127.942646
9.6667,5.5000,128.349740
9.8333,5.5000,128.824606
10.0000,5.5000,129.816612
10.1667,5.5000,131.799002
10.3333,5.5000,135.097573
10.5000,5.5000,139.766778
10.6667,5.5000,145.565518
10.8333,5.5000,152.041104
11.0000,5.5000,158.683375
11.1667,5.5000,165.083669
11.3333,5.5000,171.038496
11.5000,5.5000,176.571710
11.6667,5.5000,181.891084
11.8333,5.5000,187.320027
12.0000,5.5000,193.240451
12.1667,5.5000,200.056441
12.3333,5.5000,208.162981
12.5000,5.5000,217.899597
12.6667,5.5000,229.487961
12.8333,5.5000,242.978249
13.0000,5.5000,258.239282
13.1667,5.5000,275.011730
13.3333,5.5000,293.010521
13.5000,5.5000,312.033075
13.6667,5.5000,332.023940
13.8333,5.5000,353.070208
14.0000,5.5000,375.343544
14.1667,5.5000,399.037028
14.3333,5.5000,424.344012
14.5000,5.5000,451.490954
14.6667,5.5000,480.794007
14.8333,5.5000,512.694161
15.0000,5.5000,547.748508
15.1667,5.5000,586.591737
15.3333,5.5000,629.896214
15.5000,5.5000,678.340139
15.6667,5.5000,732.565767
15.8333,5.5000,793.107711
16.0000,5.5000,860.301886
16.1667,5.5000,934.217850
16.3333,5.5000,1014.653061
16.5000,5.5000,1101.184406
16.6667,5.5000,1193.230025
16.8333,5.5000,1290.075909
17.0000,5.5000,1390.867704
17.1667,5.5000,1494.609475
17.3333,5.5000,1600.196951
17.5000,5.5000,1706.448604
17.6667,5.5000,1812.050475
17.8333,5.5000,1915.366920
18.0000,5.5000,2014.182916
18.1667,5.5000,2105.537800
18.3333,5.5000,2185.778790
18.5000,5.5000,2250.802561
18.6667,5.5000,2296.288035
18.8333,5.5000,2317.698264
19.0000,5.5000,2309.965259
19.1667,5.5000,2266.923458
19.3333,5.5000,2180.545438
19.5000,5.5000,2039.842557
19.6667,5.5000,1829.128853
19.8333,5.5000,1525.490251
20.0000,5.5000,1095.886980
20.1667,5.5000,495.196357
20.3333,5.5000,-332.703207
20.5000,5.5000,-1448.471150
20.6667,5.5000,-2903.943758
20.8333,5.5000,-4722.521976
21.0000,5.5000,-6877.166833
21.1667,5.5000,-9272.862309
21.3333,5.5000,-11741.464103
21.5000,5.5000,-14054.841057
21.6667,5.5000,-15957.384693
21.8333,5.5000,-17212.656679
22.0000,5.5000,-17653.005893
22.1667,5.5000,-17217.770300
22.3333,5.5000,-15967.605516
22.5000,5.5000,-14069.995861
22.6667,5.5000,-11760.986507
22.8333,5.5000,-9295.643198
23.0000,5.5000,-6901.596322
23.1667,5.5000,-4746.740785
23.3333,5.5000,-2926.211050
23.5000,5.5000,-1467.502709
23.6667,5.5000,-347.871360
23.8333,5.5000,483.815993
24.0000,5.5000,1087.560668
24.1667,5.5000,1518.894643
24.3333,5.5000,1822.426202
24.5000,5.5000,2030.802001
24.6667,5.5000,2166.758665
24.8333,5.5000,2246.116941
25.0000,5.5000,2280.344473
25.1667,5.5000,2278.217675
25.3333,5.5000,2246.751280
25.5000,5.5000,2191.756653
25.6667,5.5000,2118.246935
25.8333,5.5000,2030.699130
26.0000,5.5000,1933.122475
26.1667,5.5000,1828.977998
26.3333,5.5000,1721.097538
26.5000,5.5000,1611.732745
26.6667,5.5000,1502.736422
26.8333,5.5000,1395.757021
27.0000,5.5000,1292.315931
27.1667,5.5000,1193.734242
27.3333,5.5000,1100.985980
27.5000,5.5000,1014.588936
27.6667,5.5000,934.593843
27.8333,5.5000,860.659772
28.0000,5.5000,792.170499
28.1667,5.5000,728.361248
28.3333,5.5000,668.448915
28.5000,5.5000,611.759310
28.6667,5.5000,557.827824
28.8333,5.5000,506.443031
29.0000,5.5000,457.620211
29.1667,5.5000,411.521479
29.3333,5.5000,368.358496
29.5000,5.5000,328.311487
29.6667,5.5000,291.481592
29.8333,5.5000,257.876104
30.0000,5.5000,227.416471
0.0000,5.6667,-3.957096
0.1667,5.6667,-3.371158
0.3333,5.6667,-2.787059
0.5000,5.6667,-2.226922
0.6667,5.6667,-1.717034
0.8333,5.6667,-1.284672
1.0000,5.6667,-0.952353
1.1667,5.6667,-0.729811
1.3333,5.6667,-0.605643
1.5000,5.6667,-0.542380
1.6667,5.6667,-0.479539
1.8333,5.6667,-0.347368
2.0000,5.6667,-0.089305
2.1667,5.6667,0.314338
2.3333,5.6667,0.831886
2.5000,5.6667,1.383507
2.6667,5.6667,1.864233
2.8333,5.6667,2.180590
3.0000,5.6667,2.287583
3.1667,5.6667,2.210734
3.3333,5.6667,2.043155
3.5000,5.6667,1.918992
3.6667,5.6667,1.975490
3.8333,5.6667,2.320015
4.0000,5.6667,3.014148
4.1667,5.6667,4.078277
4.3333,5.6667,5.511539
4.5000,5.6667,7.316187
4.6667,5.6667,9.513747
4.8333,5.6667,12.144189
5.0000,5.6667,15.248773
5.1667,5.6667,18.848260
5.3333,5.6667,22.933642
5.5000,5.6667,27.481345
5.6667,5.6667,32.490721
5.8333,5.6667,38.025239
6.0000,5.6667,44.229625
6.1667,5.6667,51.300683
6.3333,5.6667,59.410240
6.5000,5.6667,68.605377
6.6667,5.6667,78.727839
6.8333,5.6667,89.390329
7.0000,5.6667,100.024499
7.1667,5.6667,109.987166
7.3333,5.6667,118.691262
7.5000,5.6667,125.722768
7.6667,5.6667,130.912659
7.8333,5.6667,134.348781
8.0000,5.6667,136.331300
8.1667,5.6667,137.290855
8.3333,5.6667,137.694482
8.5000,5.6667,137.959159
8.6667,5.6667,138.383006
8.8333,5.6667,139.099972
9.0000,5.6667,140.068577
9.1667,5.6667,141.110060
9.3333,5.6667,142.002029
9.5000,5.6667,142.606784
9.6667,5.6667,142.983996
9.8333,5.6667,143.429877
10.0000,5.6667,144.411917
10.1667,5.6667,146.417680
10.3333,5.6667,149.779547
10.5000,5.6667,154.550209
10.6667,5.6667,160.480748
10.8333,5.6667,167.107222
11.0000,5.6667,173.905449
11.1667,5.6667,180.448348
11.3333,5.6667,186.507246
11.5000,5.6667,192.073073
11.6667,5.6667,197.314917
11.8333,5.6667,202.517906
12.0000,5.6667,208.037022
12.1667,5.6667,214.275589
12.3333,5.6667,221.668578
12.5000,5.6667,230.643098
12.6667,5.6667,241.547179
12.8333,5.6667,254.569026
13.0000,5.6667,269.688946
13.1667,5.6667,286.698661
13.3333,5.6667,305.289363
13.5000,5.6667,325.170508
13.6667,5.6667,346.162534
13.8333,5.6667,368.224077
14.0000,5.6667,391.419077
14.1667,5.6667,415.869728
14.3333,5.6667,441.744898
14.5000,5.6667,469.296588
14.6667,5.6667,498.910689
14.8333,5.6667,531.123595
15.0000,5.6667,566.585257
15.1667,5.6667,605.993069
15.3333,5.6667,650.036879
15.5000,5.6667,699.370578
15.6667,5.6667,754.588850
15.8333,5.6667,816.178973
16.0000,5.6667,884.447458
16.1667,5.6667,959.457968
16.3333,5.6667,1041.019070
16.5000,5.6667,1128.722302
16.6667,5.6667,1221.990764
16.8333,5.6667,1320.098970
17.0000,5.6667,1422.167949
17.1667,5.6667,1527.177591
17.3333,5.6667,1634.019845
17.5000,5.6667,1741.547557
17.6667,5.6667,1848.523673
17.8333,5.6667,1953.415662
18.0000,5.6667,2054.104729
18.1667,5.6667,2147.685930
18.3333,5.6667,2230.506747
18.5000,5.6667,2298.420644
18.6667,5.6667,2347.049518
18.8333,5.6667,2371.812967
19.0000,5.6667,2367.621682
19.1667,5.6667,2328.297424
19.3333,5.6667,2245.782656
19.5000,5.6667,2109.017164
19.6667,5.6667,1902.192012
19.8333,5.6667,1602.227298
20.0000,5.6667,1175.896716
20.1667,5.6667,577.894161
20.3333,5.6667,-248.067853
20.5000,5.6667,-1362.793052
20.6667,5.6667,-2818.234888
20.8333,5.6667,-4637.862228
21.0000,5.6667,-6794.612244
21.1667,5.6667,-9193.305446
21.3333,5.6667,-11665.468489
21.5000,5.6667,-13982.494781
21.6667,5.6667,-15888.224387
21.8333,5.6667,-17145.698761
22.0000,5.6667,-17586.893081
22.1667,5.6667,-17151.007957
22.3333,5.6667,-15898.835279
22.5000,5.6667,-13998.242117
22.6667,5.6667,-11685.818548
22.8333,5.6667,-9217.219600
23.0000,5.6667,-6820.590244
23.1667,5.6667,-4664.175639
23.3333,5.6667,-2843.255811
23.5000,5.6667,-1385.278826
23.6667,5.6667,-267.309510
23.8333,5.6667,562.053188
24.0000,5.6667,1163.093679
24.1667,5.6667,1591.594600
24.3333,5.6667,1892.352208
24.5000,5.6667,2098.123833
24.6667,5.6667,2231.678664
24.8333,5.6667,2308.803789
25.0000,5.6667,2340.889232
25.1667,5.6667,2336.617352
25.3333,5.6667,2302.918066
25.5000,5.6667,2245.545121
25.6667,5.6667,2169.489497
25.8333,5.6667,2079.241673
26.0000,5.6667,1978.854268
26.1667,5.6667,1871.850489
26.3333,5.6667,1761.126649
26.5000,5.6667,1648.982608
26.6667,5.6667,1537.290404
26.8333,5.6667,1427.690094
27.0000,5.6667,1321.683735
27.1667,5.6667,1220.585422
27.3333,5.6667,1125.390622
27.5000,5.6667,1036.666504
27.6667,5.6667,954.525135
27.8333,5.6667,878.677163
28.0000,5.6667,808.531929
28.1667,5.6667,743.319377
28.3333,5.6667,682.226110
28.5000,5.6667,624.534030
28.6667,5.6667,569.732553
28.8333,5.6667,517.570408
29.0000,5.6667,468.033021
29.1667,5.6667,421.262979
29.3333,5.6667,377.460937
29.5000,5.6667,336.802118
29.6667,5.6667,299.386292
29.8333,5.6667,265.221213
30.0000,5.6667,234.229441
0.0000,5.8333,-2.928867
0.1667,5.8333,-2.221063
0.3333,5.8333,-1.498895
0.5000,5.8333,-0.782284
0.6667,5.8333,-0.094631
0.8333,5.8333,0.540594
1.0000,5.8333,1.105616
1.1667,5.8333,1.595851
1.3333,5.8333,2.026962
1.5000,5.8333,2.437706
1.6667,5.8333,2.884416
1.8333,5.8333,3.425149
2.0000,5.8333,4.096368
2.1667,5.8333,4.890303
2.3333,5.8333,5.743641
2.5000,5.8333,6.545789
2.6667,5.8333,7.168151
2.8333,5.8333,7.506884
3.0000,5.8333,7.523784
3.1667,5.8333,7.267701
3.3333,5.8333,6.865525
3.5000,5.8333,6.485702
3.6667,5.8333,6.290511
3.8333,5.8333,6.397709
4.0000,5.8333,6.865802
4.1667,5.8333,7.705474
4.3333,5.8333,8.909127
4.5000,5.8333,10.484387
4.6667,5.8333,12.476574
4.8333,5.8333,14.969574
5.0000,5.8333,18.064348
5.1667,5.8333,21.846130
5.3333,5.8333,26.358818
5.5000,5.8333,31.602646
5.6667,5.8333,37.558810
5.8333,5.8333,44.227936
6.0000,5.8333,51.657191
6.1667,5.8333,59.931887
6.3333,5.8333,69.123852
6.5000,5.8333,79.213212
6.6667,5.8333,90.018161
6.8333,5.8333,101.167759
7.0000,5.8333,112.135957
7.1667,5.8333,122.330720
7.3333,5.8333,131.211721
7.5000,5.8333,138.400700
7.6667,5.8333,143.751945
7.8333,5.8333,147.364653
8.0000,5.8333,149.539070
8.1667,5.8333,150.696049
8.3333,5.8333,151.286296
8.5000,5.8333,151.709276
8.6667,5.8333,152.250440
8.8333,5.8333,153.040511
9.0000,5.8333,154.045796
9.1667,5.8333,155.104413
9.3333,5.8333,156.015339
9.5000,5.8333,156.661047
9.6667,5.8333,157.115088
9.8333,5.8333,157.677888
10.0000,5.8333,158.810483
10.1667,5.8333,160.985185
10.3333,5.8333,164.515122
10.5000,5.8333,169.436202
10.6667,5.8333,175.490402
10.8333,5.8333,182.213273
11.0000,5.8333,189.084477
11.1667,5.8333,195.677903
11.3333,5.8333,201.756429
11.5000,5.8333,207.289961
11.6667,5.8333,212.415146
11.8333,5.8333,217.378792
12.0000,5.8333,222.501899
12.1667,5.8333,228.173057
12.3333,5.8333,234.848814
12.5000,5.8333,243.026570
12.6667,5.8333,253.171742
12.8333,5.8333,265.615329
13.0000,5.8333,280.467772
13.1667,5.8333,297.598291
13.3333,5.8333,316.698879
13.5000,5.8333,337.405219
13.6667,5.8333,359.414619
13.8333,5.8333,382.548864
14.0000,5.8333,406.754287
14.1667,5.8333,432.077798
14.3333,5.8333,458.666857
14.5000,5.8333,486.805763
14.6667,5.8333,516.953794
14.8333,5.8333,549.737702
15.0000,5.8333,585.885051
15.1667,5.8333,626.133105
15.3333,5.8333,671.163365
15.5000,5.8333,721.580751
15.6667,5.8333,777.911426
15.8333,5.8333,840.579639
16.0000,5.8333,909.853839
16.1667,5.8333,985.792540
16.3333,5.8333,1068.227345
16.5000,5.8333,1156.787023
16.6667,5.8333,1250.929393
16.8333,5.8333,1349.949002
17.0000,5.8333,1452.969760
17.1667,5.8333,1558.965514
17.3333,5.8333,1666.828379
17.5000,5.8333,1775.431893
17.6667,5.8333,1883.585235
17.8333,5.8333,1989.818703
18.0000,5.8333,2092.073455
18.1667,5.8333,2187.482479
18.3333,5.8333,2272.401897
18.5000,5.8333,2342.672811
18.6667,5.8333,2393.900267
18.8333,5.8333,2421.494335
19.0000,5.8333,2420.361517
19.1667,5.8333,2384.309275
19.3333,5.8333,2305.235034
19.5000,5.8333,2171.987525
19.6667,5.8333,1968.618365
19.8333,5.8333,1671.872161
20.0000,5.8333,1248.333281
20.1667,5.8333,652.514785
20.3333,5.8333,-172.029492
20.5000,5.8333,-1286.235025
20.6667,5.8333,-2742.153891
20.8333,5.8333,-4563.299556
21.0000,5.8333,-6722.560838
21.1667,5.8333,-9124.573542
21.3333,5.8333,-11600.520409
21.5000,5.8333,-13921.311802
21.6667,5.8333,-15830.235739
21.8333,5.8333,-17089.819986
22.0000,5.8333,-17531.680203
22.1667,5.8333,-17094.900631
22.3333,5.8333,-15840.433048
22.5000,5.8333,-13936.546461
22.6667,5.8333,-11620.384189
22.8333,5.8333,-9148.186568
23.0000,5.8333,-6748.602387
23.1667,5.8333,-4590.219708
23.3333,5.8333,-2768.469686
23.5000,5.8333,-1310.774804
23.6667,5.8333,-194.042309
23.8333,5.8333,633.364592
24.0000,5.8333,1231.995863
24.1667,5.8333,1657.890815
24.3333,5.8333,1956.061868
24.5000,5.8333,2159.415561
24.6667,5.8333,2290.785873
24.8333,5.8333,2365.938888
25.0000,5.8333,2396.176327
25.1667,5.8333,2390.059030
25.3333,5.8333,2354.400734
25.5000,5.8333,2294.875388
25.6667,5.8333,2216.446577
25.8333,5.8333,2123.629581
26.0000,5.8333,2020.540895
26.1667,5.8333,1910.785878
26.3333,5.8333,1797.338621
26.5000,5.8333,1682.554008
26.6667,5.8333,1568.327987
26.8333,5.8333,1456.298236
27.0000,5.8333,1347.953803
27.1667,5.8333,1244.603677
27.3333,5.8333,1147.257685
27.5000,5.8333,1056.515734
27.6667,5.8333,972.529166
27.8333,5.8333,895.039368
28.0000,5.8333,823.467459
28.1667,5.8333,757.034094
28.3333,5.8333,694.900405
28.5000,5.8333,636.314594
28.6667,5.8333,580.731522
28.8333,5.8333,527.869475
29.0000,5.8333,477.689937
29.1667,5.8333,430.318495
29.3333,5.8333,385.945022
29.5000,5.8333,344.738860
29.6667,5.8333,306.797361
29.8333,5.8333,272.127985
30.0000,5.8333,240.654071
0.0000,6.0000,-1.931630
0.1667,6.0000,-1.113425
0.3333,6.0000,-0.267691
0.5000,6.0000,0.587223
0.6667,6.0000,1.430041
0.8333,6.0000,2.240276
1.0000,6.0000,3.004188
1.1667,6.0000,3.722197
1.3333,6.0000,4.415379
1.5000,6.0000,5.127183
1.6667,6.0000,5.916325
1.8333,6.0000,6.839144
2.0000,6.0000,7.924691
2.1667,6.0000,9.151107
2.3333,6.0000,10.434385
2.5000,6.0000,11.638259
2.6667,6.0000,12.606952
2.8333,6.0000,13.212782
3.0000,6.0000,13.401826
3.1667,6.0000,13.218080
3.3333,6.0000,12.794006
3.5000,6.0000,12.310877
3.6667,6.0000,11.946896
3.8333,6.0000,11.835534
4.0000,6.0000,12.049340
4.1667,6.0000,12.611963
4.3333,6.0000,13.530128
4.5000,6.0000,14.831190
4.6667,6.0000,16.590402
4.8333,6.0000,18.935247
5.0000,6.0000,22.022797
5.1667,6.0000,25.998349
5.3333,6.0000,30.954078
5.5000,6.0000,36.908462
5.6667,6.0000,43.817853
5.8333,6.0000,51.614015
6.0000,6.0000,60.244628
6.1667,6.0000,69.688378
6.3333,6.0000,79.928011
6.5000,6.0000,90.888648
6.6667,6.0000,102.370782
6.8333,6.0000,114.014368
7.0000,6.0000,125.318821
7.1667,6.0000,135.720649
7.3333,6.0000,144.706667
7.5000,6.0000,151.925776
7.6667,6.0000,157.261679
7.8333,6.0000,160.843505
8.0000,6.0000,162.995516
8.1667,6.0000,164.149283
8.3333,6.0000,164.749896
8.5000,6.0000,165.179178
8.6667,6.0000,165.703393
8.8333,6.0000,166.444647
9.0000,6.0000,167.379389
9.1667,6.0000,168.374931
9.3333,6.0000,169.270209
9.5000,6.0000,169.984624
9.6667,6.0000,170.611833
9.8333,6.0000,171.447166
10.0000,6.0000,172.921472
10.1667,6.0000,175.460229
10.3333,6.0000,179.326770
10.5000,6.0000,184.518081
10.6667,6.0000,190.756702
10.8333,6.0000,197.578492
11.0000,6.0000,204.475848
11.1667,6.0000,211.037210
11.3333,6.0000,217.032757
11.5000,6.0000,222.427574
11.6667,6.0000,227.340783
11.8333,6.0000,231.991967
12.0000,6.0000,236.672273
12.1667,6.0000,241.750275
12.3333,6.0000,247.689697
